RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),preference_level
1487,Calzone Food & Drink,10.8668255,106.6157299999999,"B1C Tô Ký, P. Đông Hưng Thuận, Quận 12, TP. HCM","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, ",06:00 - 21:30,06:00 - 21:30,06:00 - 21:30,06:00 - 21:30,06:00 - 21:30,06:00 - 21:30,06:00 - 21:30,"Món Việt, ",yes,no,yes,12.000 -33.000,8.4,8.6,8.2,high
1488,Cộng Cà Phê - Lý Tự Trọng,10.778397,106.701252,"Tầng 1, Chung Cư 26 Lý Tự Trọng, P. Bến Nghé, Quận 1, TP. HCM","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Thức uống, Nước ngọt, ",07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,"Món Việt, ",no,no,yes,40.000 -80.000,7.0,6.9,7.5,low
1489,Busan Korean Food - Món Hàn Quốc - Nguyễn Đình Chiểu,10.767793,106.6798746,"577 Nguyễn Đình Chiểu, P. 2, Quận 3, TP. HCM","Nhà hàng, ","Cơm Chiên, Bún, Mì, Miến, Cơm, ",09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,,no,no,no,30.000 -170.000,9.0,8.0,8.0,low
1490,Trà Sữa A Hoa - Mã Lò,10.766488,106.603694,"189 Mã Lò, P. Bình Trị Đông A, Quận Bình Tân, TP. HCM","Café/Dessert, ","Thức uống, Trà sữa, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,"Món Việt, ",no,no,no,10.000 -40.000,6.7,7.4,8.3,moderate
1491,CƠM TẤM NÈ! - SƯỜN NON NƯỚNG SẢ,10.7691717,106.6814883,"491/12 Nguyễn Đình Chiểu, P. 2, Quận 3, TP. HCM",Quán ăn,"Cơm Tấm ,  Cơm",,,,,,,,,no,no,no,0 - 0,0.0,0.0,0.0,high
1492,Thức Coffee - Ngô Quyền,10.981216,106.649922,"7 Ngô Quyền, P. Phú Cường, Thành Phố Thủ Dầu Một, Bình Dương","Café/Dessert, ","Trà, Trà chanh, Café - Kem, Sinh tố - Nước ép, Thức uống, Sữa, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,"Món Việt, ",no,no,yes,20.000 -50.000,8.3,7.7,8.3,high
1493,Bamboo Dimsum - Đường D1,10.737924,106.696628,"Căn 20 Đường D1,Khu Dân Cư Him Lam, P. Tân Hưng, Quận 7, TP. HCM","Quán ăn, ","Bánh ướt, Xôi, Bánh bao, Bánh - Kẹo, Dimsum, Cơm văn phòng, Ăn vặt - Ăn nhẹ, Cơm, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"Món Á, Món Trung Hoa, ",no,no,yes,15.000 -60.000,10.0,0.0,0.0,moderate
1494,Bánh Flan & Bánh Bèo - Chợ Hạnh Thông Tây,10.8364988,106.660364,"Chợ Hạnh Thông Tây, Quận Gò Vấp, TP. HCM",,,,,,,,,,,no,yes,yes,15.000 -25.000,6.8,6.0,6.1,low
1495,Dream Tea - Đường D1,10.9424166,106.7296616,"79 Đường D1, P. An Phú, Thị Xã Thuận An, Bình Dương","Café/Dessert, ","Trà, Thức uống, Trà sữa, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"Món Việt, ",no,no,yes,25.000 -40.000,8.0,8.7,7.0,moderate
1496,Cà Phê Ông Bầu - Hồng Bàng,10.755122,106.661942,"Số 241A Đường Hồng Bàng, Quận 5, TP. HCM",Café/Dessert,"Trà ,  Café - Kem ,  Sinh tố - Nước ép ,  Thức uống",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,Món Việt,no,no,yes,15.000 - 30.000,0.0,0.0,0.0,high
1497,Trà Sữa Ban Mai - Đồng Đen,10.793242,106.644564,"96 Đồng Đen, P. 14, Quận Tân Bình, TP. HCM","Café/Dessert, ","Trà, Thức uống, Trà sữa, Sữa, ",08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,"Món Việt, ",no,no,no,15.000 -25.000,6.3,0.0,6.8,high
1498,Pizza Ông Đầu Bếp - Pizza & Mì Ý - Nguyễn Văn Linh,10.0208281,105.7658017,"211/10T Nguyễn Văn Linh, P. Tân An, Quận Ninh Kiều, Cần Thơ",Shop Online,"Gà rán ,  Pizza & Pasta ,  Fastfood - Thức ăn nhanh",07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,"Mỹ ,  Quốc tế ,  Bánh Pizza ,  Đặc biệt ,  Món Âu ,  Ý ,  Châu Mỹ",yes,no,yes,0 - 0,0.0,0.0,0.0,high
1499,Thịt Nướng Hàn Quốc Sky BBQ,10.7318987062531,106.7067451897965,"R2 - 24 Hưng Phước 2, Cao Triều Phát, Quận 7, TP. HCM","Quán ăn, ","Thịt Bò, Thịt Heo, Món nước, ",16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,"Món Á, Món Hàn, ",no,yes,yes,50.000 -250.000,6.4,0.0,0.0,low
1500,Phúc Long Coffee & Tea - TTTM Takashimaya,10.77313,106.700348,"Tầng Hầm 2 - TTTM Takashimaya, 92 - 94 Nam Kỳ Khởi Nghĩa, P. Bến Nghé, Quận 1, TP. HCM","Café/Dessert, ","Café - Kem, Thức uống, Trà sữa, ",09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,"Món Việt, ",yes,no,yes,25.000 -80.000,7.4,7.1,6.6,low
1501,Ốc 666,10.940068,106.689157,"Cách Mạng Tháng Tám, Xã Hưng Định, Thị Xã Thuận An, Bình Dương","Quán nhậu, ","Hải sản, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,"Món Việt, ",yes,yes,yes,30.000 -60.000,8.7,7.7,7.0,high
1502,Quán Cơm Dung,10.2728263233328,105.5299925431609,"547 Quốc Lộ 91, Quận Thốt Nốt, Cần Thơ","Quán ăn, ","Cơm, ",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,"Món Việt, ",no,no,no,20.000 -30.000,8.0,8.0,8.0,high
1503,Trà Sữa Sunday Basic - Nguyễn Văn Tăng,10.841281,106.822733,"298 Nguyễn Văn Tăng, P. Long Thạnh Mỹ, Thành Phố Thủ Đức, TP. HCM",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa",07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,,no,no,no,12.000 - 27.000,5.0,5.0,5.0,moderate
1504,Bún Đậu Mắm Tôm H-Famil - Quang Trung,10.837686,106.6547189,"810 Quang Trung, P. 8, Gò Vấp, TP. HCM",Quán ăn,Bún,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,,no,no,no,10.000 - 60.000,0.0,0.0,0.0,high
1505,The Light Coffee,10.9671936759566,106.4853660992614,"449 Tỉnh Lộ 8, Huyện Củ Chi, TP. HCM","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,"Món Việt, ",no,no,yes,15.000 -50.000,7.5,8.0,7.0,high
1506,Quán Thai Joy - Mì & Pad Thái,10.804284,106.691831,"7B Hoàng Hoa Thám, P. 6, Quận Bình Thạnh, TP. HCM","Quán ăn, ","Hải sản, Món nước, Cơm văn phòng, Cơm, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,"Món Á, Món Thái, ",no,no,no,25.000 -100.000,6.6,6.7,6.9,low
1507,Cơm Gà Lê Trang - Nguyễn Văn Cừ,10.0444136,105.7665545,"375 Nguyễn Văn Cừ, P. An Hòa, Quận Ninh Kiều, Cần Thơ","Quán ăn, ","Thịt Gà, Cơm, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,"Món Việt, ",no,no,no,25.000 -35.000,0.0,0.0,0.0,moderate
1508,Tàu Hủ Cóc - Phan Xích Long,10.7995623,106.6872983,"Lô F001 Chung Cư A4 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM","Ăn vặt/vỉa hè, ","Đậu hũ, Ăn vặt - Ăn nhẹ, ",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,"Món Việt, ",no,yes,yes,10.000 -41.000,0.0,0.0,0.0,moderate
1509,Som ตำ Thai - Nguyễn Tri Phương,10.7650783,106.6675167,"463A Nguyễn Tri Phương, P. 8, Quận 10, TP. HCM","Nhà hàng, ","Cơm Chiên, Bún, Lẩu, Cơm, ",10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,,no,no,no,80.000 -500.000,9.3,9.3,10.0,moderate
1510,Cơm Gà Singapore 99 - Chicken Rice - Trần Huy Liệu,10.7978443,106.677696,"140/9 Trần Huy Liệu, Quận Phú Nhuận, TP. HCM","Nhà hàng, Café/Dessert, Quán ăn, Giao cơm văn phòng, ","Thịt Gà, Thịt Heo, Hải sản, Cháo, Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Cơm, ",10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,"Món Á, Singapore, ",no,no,yes,55.000 -150.000,6.7,7.1,7.1,moderate
1511,Gà rán và Mì Ý - Jollibee - Trường Chinh,10.799071,106.641471,"360 Trường Chinh, Quận Tân Bình, TP. HCM",,,,,,,,,,,yes,no,yes,20.000 -120.000,7.2,7.3,7.1,low
1512,"Bánh Xèo, Bánh Khọt & Bún Mắm Miền Tây - Thanh Phương - Hoàng Hoa Thám",10.7991625,106.6472118,"31/6 Hoàng Hoa Thám, P. 13, Quận Tân Bình, TP. HCM","Ăn vặt/vỉa hè, Quán ăn, ","Bánh khọt, Chả giò, Gỏi, Ăn vặt - Ăn nhẹ, Bánh xèo, ",09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,"Món Việt, ",no,no,no,50.000 -110.000,0.0,0.0,0.0,high
1513,Tiệm Ăn Vặt - Hẻm Mèo,10.732588,106.627274,"36 Đường Số 45, P. 10, Quận 6, TP. HCM","Quán ăn, ","Món nước, Ăn vặt - Ăn nhẹ, ","06:30 - 13:30, 15:30 - 22:00","06:30 - 13:30, 15:30 - 22:00","06:30 - 13:30, 15:30 - 22:00","06:30 - 13:30, 15:30 - 22:00","06:30 - 13:30, 15:30 - 22:00","06:30 - 13:30, 15:30 - 22:00","06:30 - 13:30, 15:30 - 22:00","Món Việt, ",no,no,no,25.000 -40.000,7.6,7.9,6.2,moderate
1514,"Quán Hoa - Bún Bò Huế, Mì Quảng & Bò Kho",10.758441,106.656734,"70 Tân Khai, P. 4, Quận 11, TP. HCM",Quán ăn,"Bánh mì ,  Bò Kho ,  Bún ,  Hủ tiếu ,  Mì ,  Món nước ,  Bánh - Kẹo",06:00 - 17:00,06:00 - 17:00,06:00 - 17:00,06:00 - 17:00,06:00 - 17:00,06:00 - 17:00,06:00 - 17:00,Món Việt,no,no,no,43.000 - 43.000,10.0,9.0,8.0,high
1515,Sinjeon Tokbokki - Ẩm Thực Hàn Quốc - Đường Số 28,10.7381119,106.7100283,"92 Đường Số 28, P. Tân Phong, Quận 7, TP. HCM","Nhà hàng, ","Cơm Chiên, Bún, Mì, Miến, Cơm, ",11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,"Món Á, Món Hàn, ",no,no,yes,50.000 -300.000,7.5,7.5,7.3,moderate
1516,Trà Sữa Sunday Basic - Nguyễn Biểu,10.75509,106.6842595,"70 Nguyễn Biểu, P. 1, Quận 5, TP. HCM",Café/Dessert,"Trà ,  Thức uống ,  Trà sữa ,  Sữa",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,,no,no,no,15.000 - 40.000,9.6,8.6,8.6,high
1517,Passio Coffee - 91 Nguyễn Du,10.777288,106.698521,"91 Nguyễn Du, P. Bến Nghé, Quận 1, TP. HCM","Café/Dessert, ","Trà, Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, Trà sữa, ",06:30 - 16:00,06:30 - 16:00,06:30 - 16:00,06:30 - 16:00,06:30 - 16:00,06:30 - 16:00,Tạm nghỉ,"Món Việt, ",yes,no,yes,30.000 -55.000,7.4,7.3,6.6,moderate
1518,"Highlands Coffee - Trà, Cà Phê & Bánh - SG Centre",10.773159,106.701094,"Tầng Hầm 2 - 15 TTTM Takashimaya, 92 - 94 Nam Kỳ Khởi Nghĩa, P. Bến Nghé, Quận 1, TP. HCM","Café/Dessert, ","Trà, Trà chanh, Món nước, Bánh - Kẹo, Café - Kem, Sinh tố - Nước ép, Cơm văn phòng, Ăn vặt - Ăn nhẹ, Thức uống, Bia, Nước ngọt, ",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,"Món Việt, Ý, ",no,yes,yes,9.000 -65.000,7.7,7.4,7.4,moderate
1519,Bánh Cuốn Thiên Hương 6 - Võ Thị Sáu,10.948886,106.835876,"36/3 Võ Thị Sáu, P. Thống Nhất, Tp. Biên Hòa, Đồng Nai",Quán ăn,"Bánh ướt ,  Bánh - Kẹo",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,high
1520,Bún Bò Gốc Huế Phú Lộc - Lê Trọng Tấn,10.8143512,106.6057612,"672 Lê Trọng Tấn, P. Bình Hưng Hòa, Quận Bình Tân, TP. HCM","Quán ăn, ","Thịt Bò, Bún, Món nước, ",00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,"Món Huế, Món Miền Trung, ",no,no,no,25.000 -55.000,0.0,0.0,0.0,low
1521,"Highlands Coffee - Trà, Cà Phê & Bánh - Garden Plaza",10.7222656,106.7125781,"SB-01, Garden Plaza 1, 22 Tôn Dật Tiên, P. Tân Phong, Quận 7, TP. HCM","Café/Dessert, ","Trà, Trà chanh, Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, ",07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,"Món Việt, ",no,no,yes,30.000 -100.000,7.3,6.7,7.8,low
1522,Thành Mập - Chân Gà Rút Xương Ngâm Sả Tắc - Âu Cơ,10.7734006,106.6492319,"254/29/4 Âu Cơ, P. 9, Quận Tân Bình, TP. HCM","Quán ăn, ","Thịt Gà, Chè, Chân cánh gà nướng, Ăn vặt - Ăn nhẹ, Cơm, ",08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,"Món Việt, ",no,no,no,15.000 -50.000,9.9,9.9,9.8,high
1523,Friends By Pontian - Mì Singapore - Nguyễn Tri Phương,10.7648969,106.6678602,"416 Nguyễn Tri Phương, P. 4, Quận 10, TP. HCM","Quán ăn, ","Bún, Chè, Mì, Món nước, Cơm, ",10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,"Món Á, Singapore, ",no,no,yes,35.000 -53.000,6.1,0.0,6.1,low
1524,Năm Châu - Phở & Bò Kho - Năm Châu,10.7901808,106.6508959,"44 Năm Châu, P. 11, Tân Bình, TP. HCM","Ăn vặt/vỉa hè , Quán ăn","Phở ,  Bò Kho ,  Thịt Bò ,  Bún",06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 12:00,"Món Việt ,  Món Á ,  Món Miền Nam",yes,no,yes,0 - 0,0.0,0.0,0.0,low
1525,Lạp Xưởng Vịt,10.739281,106.65853,"158/15A Bùi Minh Trực, Quận 8, TP. HCM","Shop Online, ",,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,"Món Việt, ",no,no,yes,,9.5,8.8,8.3,high
1526,Cơm Tấm 31 - Đồng Đen,10.794954,106.645291,"31 Đồng Đen, P. 12, Tân Bình, TP. HCM",Quán ăn,"Cơm Tấm ,  Cơm văn phòng ,  Cơm",08:30 - 19:30,08:30 - 19:30,08:30 - 19:30,08:30 - 19:30,08:30 - 19:30,08:30 - 19:30,08:30 - 19:30,Món Việt,yes,no,no,20.000 - 35.000,3.6,3.0,3.4,low
1527,The Saigon Kafe,10.7636982,106.6554209999999,"8 Công Chúa Ngọc Hân, Quận 11, TP. HCM","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Thức uống, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,"Món Việt, ",no,no,yes,25.000 -60.000,9.0,9.1,9.1,high
1528,Ryucha - Japanese Tea & Juice - Phan Xích Long,10.800642,106.684013,"329 Phan Xích Long, P. 1, Quận Phú Nhuận, TP. HCM","Café/Dessert, ","Sinh tố - Nước ép, Thức uống, Trà sữa, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,"Món Á, Món Nhật, ",no,no,yes,20.000 -60.000,7.7,7.8,7.6,moderate
1529,Khả Hân Food - Dimsum Há Cảo & Ăn Vặt,10.8144221,106.7065415,"201/53/13 Nguyễn Xí, P. 26, Quận Bình Thạnh, TP. HCM","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, Cá/bò viên, ",08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,"Món Việt, ",no,yes,yes,,10.0,10.0,9.0,low
1530,Bánh Cuốn Thịt Nướng - Đường 30 Tháng 4,10.9542728,106.8250007,"Đường 30 Tháng 4, P. Trung Dũng, Thành Phố Biên Hòa, Đồng Nai","Ăn vặt/vỉa hè, ","Bánh ướt, Bánh - Kẹo, Bánh cuốn, Ăn vặt - Ăn nhẹ, ",15:00 - 18:00,15:00 - 18:00,15:00 - 18:00,15:00 - 18:00,15:00 - 18:00,15:00 - 18:00,15:00 - 18:00,"Món Việt, ",no,yes,yes,15.000 -20.000,9.0,8.3,7.6,high
1531,Sữa Chua Trân Châu Hạ Long - 51 Đường D5,10.8062695,106.7148045,"51 Đường D5, P. 25, Quận Bình Thạnh, TP. HCM","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, Thức uống, ",09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,"Món Bắc, ",no,yes,yes,10.000 -50.000,6.5,6.4,7.2,high
1532,Yến Nhi - Trà Sữa & Ăn Vặt,10.786385,106.625555,"31 Lê Thúc Hoạch, Quận Tân Phú, TP. HCM","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, Thức uống, Cá/bò viên, Trà sữa, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,"Món Việt, ",no,yes,yes,10.000 -15.000,0.0,0.0,0.0,high
1533,Ché Ký - Cơm Tấm & Cơm Gà Xối Mỡ - Tân Quý,10.7937355,106.6202787,"114B Tân Quý, P. Tân Quý, Tân Phú, TP. HCM",Quán ăn,"Cơm Tấm ,  Cơm Chiên ,  Cơm",06:00 - 23:30,06:00 - 23:30,06:00 - 23:30,06:00 - 23:30,06:00 - 23:30,06:00 - 23:30,06:00 - 23:30,,no,no,no,20.000 - 80.000,0.0,0.0,0.0,high
1534,Lẩu Tự Chọn Hồng Kông,10.7395146,106.705596,"561 Nguyễn Thị Thập, P. Tân Phong, Quận 7, TP. HCM","Quán ăn, ","Tôm, Thịt Bò, Hải sản, Lẩu, Cá, Mực, ",12:00 - 22:30,12:00 - 22:30,12:00 - 22:30,12:00 - 22:30,12:00 - 22:30,12:00 - 22:30,12:00 - 22:30,"Món Việt, ",no,yes,yes,100.000 -150.000,7.4,7.0,6.5,low
1535,TOUS les JOURS - Nguyễn Thị Minh Khai,10.7699609,106.6861148,"187 Nguyễn Thị Minh Khai, P. Phạm Ngũ Lão, Quận 1, TP. HCM","Tiệm bánh, ","Bánh - Kẹo, Café - Kem, ",08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,"Món Á, Món Hàn, ",no,no,no,20.000 -66.000,7.2,6.0,7.1,low
1536,Bánh Canh Lò Rèn,10.422301,105.000477,"114 Trần Hưng Đạo, TT. Tri Tôn, Huyện Tri Tôn, An Giang","Quán ăn, ","Món nước, Bánh canh, ",09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,"Món Việt, ",no,no,no,15.000 -20.000,9.3,8.8,7.7,moderate
1537,Chang Hi - Chè Ngon Sáng Tạo - Nơ Trang Long,10.810574,106.695109,"107 Nơ Trang Long, P. 11, Bình Thạnh, TP. HCM",Quán ăn,"Chè ,  Ăn vặt - Ăn nhẹ ,  Thức uống",08:00 - 12:00,13:00 - 18:00,08:00 - 12:00,13:00 - 18:00,08:00 - 12:00,13:00 - 18:00,08:00 - 12:00,Món Việt,no,no,no,28.000 - 35.000,6.1,5.0,6.3,high
1538,Bún Bò Huế O Diện - Lê Văn Lương,10.7187401,106.699428,"843 Lê Văn Lương, Ấp 5, Xã Phước Kiển, Huyện Nhà Bè, TP. HCM","Quán ăn, ","Thịt Bò, Bún, Món nước, ",06:30 - 21:00,06:30 - 21:00,06:30 - 21:00,06:30 - 21:00,06:30 - 21:00,06:30 - 21:00,06:30 - 21:00,"Món Việt, ",no,no,no,25.000 -30.000,8.5,8.1,8.3,moderate
1539,Mì Cay Naga - Phạm Hữu Tâm,10.9785544,106.4990008,"29 Phạm Hữu Tâm, Huyện Củ Chi, TP. HCM","Quán ăn, ","Món nước, ",08:30 - 21:00,08:30 - 21:00,08:30 - 21:00,08:30 - 21:00,08:30 - 21:00,08:30 - 21:00,08:30 - 21:00,"Món Á, Món Hàn, ",no,no,no,30.000 -50.000,0.0,0.0,0.0,low
1540,Phở Hotpot - SC Vivo City,10.7297059,106.7033752,"Tầng 4 SC Vivo City, 1058 Nguyễn Văn Linh, P. Tân Phong, Quận 7, TP. HCM","Nhà hàng, ","Phở, Bún, Món nước, Lẩu, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"Món Việt, ",no,no,yes,25.000 -350.000,7.8,7.6,7.3,moderate
1541,"Mini Star Food - Mì Trộn, Trà Sữa & Ăn Vặt - Vũ Huy Tấn",10.799352,106.695081,"54/119 Vũ Huy Tấn, P. 3, Quận Bình Thạnh, TP. HCM","Café/Dessert, ","Trà, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, Nước ngọt, Trà sữa, Sữa, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,"Món Việt, ",no,no,no,5.000 -20.000,9.3,9.1,7.8,high
1542,Bún Đậu Mắm Tôm A Chảnh - Bạch Mã,10.781911,106.664906,"DD34 Bạch Mã, P. 15, Quận 10, TP. HCM","Quán ăn, ","Bún, Thịt Heo, Món nước, Ăn vặt - Ăn nhẹ, Cơm, Nem, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"Món Việt, Món Bắc, ",no,no,yes,23.000 -55.000,6.7,6.4,6.5,low
1543,Chú Tắc - Bánh Tráng Trộn,10.059694,105.7646228,"53/2E Nguyễn Việt Dũng, Quận Bình Thủy, Cần Thơ",Ăn vặt/vỉa hè,"Bánh tráng ,  Bánh - Kẹo ,  Ăn vặt - Ăn nhẹ",08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,,Món Việt,no,yes,yes,10.000đ - 20.000,8.0,8.0,8.0,high
1544,Nâu Food - Thức Ăn Nhanh - Tôn Thất Thuyết,10.753623,106.707376,"143 Tôn Thất Thuyết, P. 15, Quận 4, TP. HCM","Quán ăn, ","Thịt Gà, Bún, Mì, Món nước, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Bánh tằm, Thức uống, Fastfood - Thức ăn nhanh, ","00:01 - 01:00, 12:00 - 23:59","00:01 - 01:00, 12:00 - 23:59","00:01 - 01:00, 12:00 - 23:59","00:01 - 01:00, 12:00 - 23:59","00:01 - 01:00, 12:00 - 23:59","00:01 - 01:00, 12:00 - 23:59","00:01 - 01:00, 12:00 - 23:59","Món Việt, ",yes,yes,no,10.000 -110.000,9.2,8.7,8.0,moderate
1545,The Cafe - Tam Hà,10.862772,106.7460737,"113 Tam Hà, P. Tam Phú, Tp. Thủ Đức, TP. HCM","Café/Dessert, ","Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, Sữa, ",07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,"Món Việt, ",no,no,yes,20.000 -50.000,7.5,7.0,8.0,moderate
