RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),preference_level,City,District,Local_address,Min_Price,Max_Price,Avg_Price,Price_range
521,"3 râu - gà rán, pizza & trà sữa - nguyễn thái bình",10.798618,106.655035,"64 nguyễn thái bình, p. 12, tân bình, tp. hcm",quán ăn,"thịt gà, gà rán, hamburger, bún, mì, gà xối mỡ, pizza & pasta, ăn vặt - ăn nhẹ, nem, trà sữa, fastfood - thức ăn nhanh",09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,món việt,yes,no,no,12.000 - 120.000,4.5,5.3,4.8,moderate,tp. hcm,tân bình,"64 nguyễn thái bình, p. 12",12000.0,120000.0,66000.0,108000.0
522,sung won house - ẩm thực hàn quốc,10.7449,106.711972,"137 đường số 17, p. tân quy, quận 7, tp. hcm",nhà hàng,"bún, mì, cơm",09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,"món á, món hàn",no,no,yes,29.000 -85.000,6.1,6.5,6.6,moderate,tp. hcm,quận 7,"137 đường số 17, p. tân quy",29000.0,85000.0,57000.0,56000.0
523,phá lấu & súp ngũ sắc,10.847778,106.664024,"535/8 thống nhất, p. 16, gò vấp, tp. hcm",,,,,,,,,,,no,no,no,15.000 -25.000,7.7,7.8,7.6,moderate,tp. hcm,gò vấp,"535/8 thống nhất, p. 16",15000.0,25000.0,20000.0,10000.0
524,phở phú vương - nguyễn trãi,10.7575853,106.678514,"142 - 144 nguyễn trãi, p. 3, quận 5, tp. hcm",quán ăn,"phở, bún, cơm",06:00 - 21:30,06:00 - 21:30,06:00 - 21:30,06:00 - 21:30,06:00 - 21:30,06:00 - 21:30,06:00 - 21:30,,no,no,no,0 - 0,0.0,0.0,0.0,high,tp. hcm,quận 5,"142 - 144 nguyễn trãi, p. 3",,,,
525,belle - trà sữa,10.037172,105.7718668,"112 mậu thân, p. an nghiệp, ninh kiều, cần thơ",café/dessert,"trà, trà chanh, sinh tố - nước ép, thức uống, nước ngọt, trà sữa",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,món việt,no,no,no,10.000 -20.000,8.1,8.0,7.9,high,cần thơ,ninh kiều,"112 mậu thân, p. an nghiệp",10000.0,20000.0,15000.0,10000.0
526,bà hoa - đặc sản huế,10.7718545,106.654635,"64b - 65b đường số 2, cư xá lữ gia, quận 11, tp. hcm",quán ăn,"bún, mì, miến, bánh - kẹo, bánh bèo, món huế, bánh tằm",06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,"món huế, món miền trung",no,no,no,30.000 -55.000,6.5,6.2,6.5,low,tp. hcm,quận 11,"64b - 65b đường số 2, cư xá lữ gia",30000.0,55000.0,42500.0,25000.0
527,gà rán & burger lotteria - htv,10.7864535,106.701538,"11bis nguyễn thị minh khai, p. bến nghé, quận 1, tp. hcm",,,,,,,,,,,yes,no,yes,30.000 -77.000,6.2,0.0,6.6,low,tp. hcm,quận 1,"11bis nguyễn thị minh khai, p. bến nghé",30000.0,77000.0,53500.0,47000.0
528,som ตำ thai - phan xích long,10.7981511,106.688442,"167 phan xích long, p. 2, phú nhuận, tp. hcm",nhà hàng,,10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,,no,no,no,40.000 -1.000.000,0.0,0.0,0.0,moderate,tp. hcm,phú nhuận,"167 phan xích long, p. 2",40000.0,251250.0,520000.0,960000.0
529,caféin,10.8417626,106.7682131,"5 hồng đức, thủ đức, tp. hcm",café/dessert,"café - kem, sinh tố - nước ép",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,món việt,no,no,yes,10.000 -50.000,7.2,6.8,7.3,low,tp. hcm,thủ đức,5 hồng đức,10000.0,50000.0,30000.0,40000.0
530,cơm tấm nhớ - nguyễn thị thập,10.7400242,106.702358,"609 nguyễn thị thập, p. tân hưng, quận 7, tp. hcm",quán ăn,"thịt ếch, cơm tấm, sườn nướng, cơm",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,món việt,yes,no,no,20.000 -39.000,0.0,0.0,0.0,low,tp. hcm,quận 7,"609 nguyễn thị thập, p. tân hưng",20000.0,39000.0,29500.0,19000.0
531,quán phở tú - bò né & bún bò huế,10.9048761,106.760723,"42a trần khánh dư, kp thắng lợi 2, p. dĩ an, dĩ an, bình dương",quán ăn,"phở, bún, thịt bò",05:30 - 12:30,05:30 - 12:30,05:30 - 12:30,05:30 - 12:30,05:30 - 12:30,05:30 - 12:30,05:30 - 12:30,,no,no,no,0 - 0,0.0,0.0,0.0,high,bình dương,dĩ an,"42a trần khánh dư, kp thắng lợi 2, p. dĩ an",,,,
532,món ngon nhà mì - ăn vặt nhà làm,10.760286,106.586602,"36/9/23 nguyễn triệu luật, p. tân tạo, bình tân, tp. hcm",ăn vặt/vỉa hè,"thịt bò, bún, mì, miến, ăn vặt - ăn nhẹ, cơm",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,món việt,yes,yes,yes,10.000 -50.000,9.0,8.7,7.3,moderate,tp. hcm,bình tân,"36/9/23 nguyễn triệu luật, p. tân tạo",10000.0,50000.0,30000.0,40000.0
533,mì quảng 3 anh em - eastmark city,10.7996434,106.8277998,"e1.08 cc mt eastmark city, p. long trường, thủ đức, tp. hcm",,,,,,,,,,,no,no,no,30.000 -60.000,0.0,0.0,0.0,low,tp. hcm,thủ đức,"e1.08 cc mt eastmark city, p. long trường",30000.0,60000.0,45000.0,30000.0
534,new stars coffee - hùng vương,10.9784738760902,106.6552747786045,"22 hùng vương, p. phú cường, thủ dầu một, bình dương",café/dessert,"café - kem, sinh tố - nước ép, thức uống",06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,món việt,yes,no,yes,15.000 -30.000,10.0,10.0,10.0,moderate,bình dương,thủ dầu một,"22 hùng vương, p. phú cường",15000.0,30000.0,22500.0,15000.0
535,6 vĩnh - gà hấp hèm,10.878915,106.595803,"1/132b ấp đình, tân xuân, hóc môn, tp. hcm",quán ăn,"thịt gà, lẩu",17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,món miền nam,no,yes,no,50.000 -200.000,6.5,6.0,6.0,moderate,tp. hcm,hóc môn,"1/132b ấp đình, tân xuân",50000.0,200000.0,125000.0,150000.0
536,sukiya - cơm bò hầm & mì ramen - lý thái tổ,10.767875,106.674845,"366 lý thái tổ, p. 1, quận 3, tp. hcm",nhà hàng,"thịt gà, thịt bò, món nước, mì, sushi & sashimi, cơm văn phòng, cơm",10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,"món á, món nhật",no,no,yes,10.000 -100.000,7.2,7.3,7.3,low,tp. hcm,quận 3,"366 lý thái tổ, p. 1",10000.0,100000.0,55000.0,90000.0
537,cơm malay's,10.937769,106.854957,"314 trần quốc toản, p. bình đa, biên hòa, đồng nai",quán ăn,cơm,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,món việt,no,no,no,8.000 -25.000,8.9,8.4,9.1,moderate,đồng nai,biên hòa,"314 trần quốc toản, p. bình đa",8000.0,25000.0,16500.0,17000.0
538,trà sữa maycha - thạch lam,10.776417,106.632306,"29 thạch lam, p. phú thạnh, tân phú, tp. hcm",,,,,,,,,,,no,no,yes,12.000 -34.000,8.6,8.0,8.2,low,tp. hcm,tân phú,"29 thạch lam, p. phú thạnh",12000.0,34000.0,23000.0,22000.0
539,say coffee 24h - cao đạt,10.7545674,106.6823023,"224 đ. cao đạt, p. 1, quận 5, tp. hcm",café/dessert,"trà, café - kem, thức uống, trà sữa, sữa",00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,món việt,yes,no,yes,10.000 -35.000,6.8,6.6,6.9,low,tp. hcm,quận 5,"224 đ. cao đạt, p. 1",10000.0,35000.0,22500.0,25000.0
540,vịt quay huỳnh tưởng - vịt quay sốt tiêu đen & heo quay đặc biệt - ngã tư đất thánh,10.9507708,106.7063487,"1/97a đường 22/12, kp hoà lân 2, ngã tư đất thánh, p. thuận giao, thuận an, bình dương",quán ăn,,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,,no,no,no,90.000 - 280.000,0.0,0.0,0.0,high,bình dương,thuận an,"1/97a đường 22/12, kp hoà lân 2, ngã tư đất thánh, p. thuận giao",90000.0,280000.0,185000.0,190000.0
541,gà rán popeyes - nguyễn thị thập,10.739307,106.7069865,"519 đường nguyễn thị thập, p. tân phong, quận 7, tp. hcm",nhà hàng,"thịt gà, gà rán, hamburger, salad, xúc xích, fastfood - thức ăn nhanh",09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,"mỹ, châu mỹ",no,no,yes,30.000 -150.000,6.6,6.5,7.0,low,tp. hcm,quận 7,"519 đường nguyễn thị thập, p. tân phong",30000.0,150000.0,90000.0,120000.0
542,gà đồng - cháo gà & gỏi gà - 76 phan văn hân,10.793437,106.706964,"76 phan văn hân, p. 17, bình thạnh, tp. hcm",quán ăn,cháo,07:30 - 21:30,07:30 - 21:30,07:30 - 21:30,07:30 - 21:30,07:30 - 21:30,07:30 - 21:30,07:30 - 21:30,,no,no,no,17.000 -300.000,0.0,0.0,0.0,low,tp. hcm,bình thạnh,"76 phan văn hân, p. 17",17000.0,247500.0,158500.0,283000.0
543,az - trà sữa & chè khúc bạch - lạc long quân,10.7592085,106.641629,"83 lạc long quân, p.3, quận 11, tp. hcm",café/dessert,"trà chanh, sinh tố - nước ép, thức uống, trà sữa",08:30 - 23:10,08:30 - 23:10,08:30 - 23:10,08:30 - 23:10,08:30 - 23:10,08:30 - 23:10,08:30 - 23:10,,no,no,no,0 - 0,0.0,0.0,0.0,high,tp. hcm,quận 11,"83 lạc long quân, p.3",,,,
544,tokyo deli express - sushi - 770c sư vạn hạnh,10.773344,106.66899,"770c sư vạn hạnh, p. 12, quận 10, tp. hcm",nhà hàng,sushi & sashimi,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,"món á, món nhật",no,yes,yes,50.000 -200.000,7.7,7.7,7.8,moderate,tp. hcm,quận 10,"770c sư vạn hạnh, p. 12",50000.0,200000.0,125000.0,150000.0
545,lẩu khổ qua rừng mạ tôi - shop online,10.824896,106.692224,"33 đường số 4, kdc cityland, p. 5, gò vấp, tp. hcm",shop online,"thịt bò, lẩu",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,món việt,yes,yes,yes,80.000 -232.000,9.3,8.4,7.9,high,tp. hcm,gò vấp,"33 đường số 4, kdc cityland, p. 5",60000.0,232000.0,156000.0,152000.0
546,cà phê ông bầu - thích quảng đức,10.806511,106.680875,"100a4 thích quảng đức, p. 5, phú nhuận, tp. hcm",café/dessert,"trà, trà chanh, café - kem, sinh tố - nước ép, thức uống",07:00 - 15:00,07:00 - 15:00,07:00 - 15:00,07:00 - 15:00,07:00 - 15:00,07:00 - 15:00,07:00 - 15:00,món việt,no,no,no,16.000 - 35.000,0.0,0.0,0.0,high,tp. hcm,phú nhuận,"100a4 thích quảng đức, p. 5",16000.0,35000.0,25500.0,19000.0
547,chú tèo buffet nướng 99k - 320 tân kỳ tân quý,10.801434549006,106.6250962391495,"320 tân kỳ tân quý, phường sơn kỳ, tân phú, tp. hcm",,,,,,,,,,,yes,yes,yes,99.000 -119.000,6.4,6.4,6.5,low,tp. hcm,tân phú,"320 tân kỳ tân quý, phường sơn kỳ",57000.0,119000.0,109000.0,20000.0
550,gà nướng pháp - letoile,10.7862287,106.6943251,"180bis hai bà trưng, p. đa kao, quận 1, tp. hcm",nhà hàng,"thịt gà, thịt bò, beefsteak - bò né, pizza & pasta, salad, xúc xích, fastfood - thức ăn nhanh","10:30 - 14:30, 16:30 - 21:30","10:30 - 14:30, 16:30 - 21:30","10:30 - 14:30, 16:30 - 21:30","10:30 - 14:30, 16:30 - 21:30","10:30 - 14:30, 16:30 - 21:30","10:30 - 14:30, 16:30 - 21:30","10:30 - 14:30, 16:30 - 21:30","món âu, pháp",no,yes,yes,50.000 -110.000,7.5,7.0,7.1,low,tp. hcm,quận 1,"180bis hai bà trưng, p. đa kao",50000.0,110000.0,80000.0,60000.0
551,lẩu tôm càng xiên - nguyễn hồng đào,10.791219,106.6413273,"220 nguyễn hồng đào, p. 14, tân bình, tp. hcm",quán ăn,"tôm, cơm chiên, đậu hũ, pho mai que, cua - ghẹ, bún, hải sản, mì, lẩu, nghêu - sò - ốc, thức uống, bia, cá/bò viên, nước ngọt, xúc xích, fastfood - thức ăn nhanh",10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,món việt,yes,no,yes,25.000 -280.000,7.2,6.4,6.1,low,tp. hcm,tân bình,"220 nguyễn hồng đào, p. 14",25000.0,280000.0,152500.0,255000.0
552,"al fresco's - pizza, mỳ ý, sườn, steak bò bít tết - phan xích long",10.7991003,106.6863011,"199 phan xích long, p. 2, phú nhuận, tp. hcm",nhà hàng,"hamburger, beefsteak - bò né, pizza & pasta, salad, fastfood - thức ăn nhanh",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"món âu, mexico, châu mỹ",yes,no,yes,80.000 -695.000,7.6,7.3,7.4,low,tp. hcm,phú nhuận,"199 phan xích long, p. 2",65000.0,251250.0,387500.0,615000.0
553,mì quán đại gia phú - món người hoa,10.7434199,106.6463236,"440 gia phú, p. 3, quận 6, tp. hcm",quán ăn,"bún, hủ tiếu, mì, dimsum",08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,,no,no,no,30.000 - 100.000,0.0,0.0,0.0,high,tp. hcm,quận 6,"440 gia phú, p. 3",30000.0,100000.0,65000.0,70000.0
554,nhà hàng thoáng việt - quang trung,10.835515,106.662665,"1 quang trung, gò vấp, tp. hcm",,,,,,,,,,,no,yes,yes,50.000 -350.000,8.0,7.8,8.4,moderate,tp. hcm,gò vấp,1 quang trung,50000.0,272500.0,200000.0,300000.0
555,kai coffee - đường c18,10.80103,106.651083,"1 đường c18, p. 12, tân bình, tp. hcm",café/dessert,"trà, café - kem, sinh tố - nước ép, thức uống, trà sữa",00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,món việt,no,no,yes,20.000 -50.000,7.8,8.0,7.4,low,tp. hcm,tân bình,"1 đường c18, p. 12",20000.0,50000.0,35000.0,30000.0
556,quán huế o mân,10.805798,106.716466,"111 đường d5, p. 25, bình thạnh, tp. hcm",quán ăn,"bún, hải sản, món nước, cá, bánh canh, miến, nghêu - sò - ốc, bánh - kẹo, bánh bèo, thức uống",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,"món việt, món huế, món miền trung",no,no,no,25.000 -45.000,6.0,6.1,0.0,low,tp. hcm,bình thạnh,"111 đường d5, p. 25",25000.0,45000.0,35000.0,20000.0
557,dynasty restaurant - new world saigon hotel - ẩm thực trung hoa,10.770263,106.694359,"tầng 1, new world saigon hotel, 76 lê lai, p. bến nghé, quận 1, tp. hcm","sang trọng, nhà hàng","thịt gà, trà, nấm, thịt bò, thịt heo, hải sản, món nước, thịt vịt, món chay, rượu vang, thức uống, bia, nước ngọt, cocktail",18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,"món á, món trung hoa",yes,no,yes,90.000 -3.500.000,6.7,6.8,7.2,moderate,tp. hcm,quận 1,"tầng 1, new world saigon hotel, 76 lê lai, p. bến nghé",90000.0,661500.0,1795000.0,3410000.0
558,nhà hàng cơm niêu sài gòn - tú xương,10.782105,106.687841,"27 tú xương, p. 7, quận 3, tp. hcm",nhà hàng,"tôm, phở, heo quay, heo rừng/mọi, bún, thịt heo, cua - ghẹ, bào ngư, hải sản, hủ tiếu, sườn nướng, gà ta, mì, vi cá, cá, nghêu - sò - ốc, miến, mực, hàu, gỏi, cơm văn phòng, cơm",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,món việt,yes,yes,yes,150.000 -500.000,7.1,6.8,7.7,moderate,tp. hcm,quận 3,"27 tú xương, p. 7",97750.0,425000.0,325000.0,350000.0
559,lẩu mắm phong lan,10.814663,106.836463,"26 long thuận, p. trường thạnh, quận 9, tp. hcm",quán ăn,lẩu,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,món việt,no,yes,no,150.000 -300.000,6.8,7.0,7.4,low,tp. hcm,quận 9,"26 long thuận, p. trường thạnh",69500.0,300000.0,225000.0,150000.0
560,quán sông quê - ẩm thực việt,10.990361,106.767171,"4 tỉnh lộ 747, xã thạnh phước, tân uyên, bình dương",quán ăn,"thịt gà, thịt bò, hải sản, lẩu",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,món việt,no,no,yes,20.000 -300.000,8.0,8.0,9.0,high,bình dương,tân uyên,"4 tỉnh lộ 747, xã thạnh phước",20000.0,300000.0,160000.0,280000.0
561,mì cay sasin - 121 hoàng diệu 2,10.856353,106.766425,"121 hoàng diệu 2, p. linh trung, thủ đức, tp. hcm",quán ăn,"bún, mì",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,,no,no,no,23.000 -419.000,0.0,0.0,0.0,low,tp. hcm,thủ đức,"121 hoàng diệu 2, p. linh trung",23000.0,395000.0,221000.0,396000.0
562,thu trinh - lẩu gà lá quế,10.737657,106.715912,"164/4 đường số 1, p. tân phú, quận 7, tp. hcm",quán ăn,"thịt gà, vịt quay, thịt ếch, bồ câu, thịt bò, bún, gà ta, chân cánh gà nướng, lẩu, thức uống, thịt thỏ","00:01 - 02:00, 10:30 - 23:59","00:01 - 02:00, 10:30 - 23:59","00:01 - 02:00, 10:30 - 23:59","00:01 - 02:00, 10:30 - 23:59","00:01 - 02:00, 10:30 - 23:59","00:01 - 02:00, 10:30 - 23:59","00:01 - 02:00, 10:30 - 23:59",món việt,no,no,no,50.000 -400.000,7.7,7.3,7.1,moderate,tp. hcm,quận 7,"164/4 đường số 1, p. tân phú",50000.0,400000.0,225000.0,350000.0
563,gong cha - trà & cà phê - hồ bán nguyệt,10.725645,106.72039,"tòa nhà cresent residence 2 - cr2-05, 107 tôn dật tiên, p. tân phú, quận 7, tp. hcm",café/dessert,"trà, sinh tố - nước ép, thức uống, trà sữa, sữa",09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,"món á, đài loan",no,no,yes,30.000 -50.000,7.1,6.3,6.8,low,tp. hcm,quận 7,"tòa nhà cresent residence 2 - cr2-05, 107 tôn dật tiên, p. tân phú",30000.0,50000.0,40000.0,20000.0
564,phố xưa cafe,10.863737,106.612444,"126/8 nguyễn ảnh thủ, trung chánh, hóc môn, tp. hcm",café/dessert,"café - kem, sinh tố - nước ép, cơm văn phòng",07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,món việt,no,no,yes,15.000 -50.000,0.0,0.0,6.7,low,tp. hcm,hóc môn,"126/8 nguyễn ảnh thủ, trung chánh",15000.0,50000.0,32500.0,35000.0
565,tròn bistro,10.808764,106.708425,"139/23 đinh bộ lĩnh, p. 26, bình thạnh, tp. hcm",café/dessert,"cơm chiên, bún, mì, salad, café - kem, cơm, thức uống",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,món việt,no,no,yes,20.000 -70.000,7.9,8.1,8.4,moderate,tp. hcm,bình thạnh,"139/23 đinh bộ lĩnh, p. 26",20000.0,70000.0,45000.0,50000.0
566,phát cat kitchen - nướng & beer món âu - lê văn sỹ,10.793254,106.6687,"55 đặng văn ngữ, p. 14, phú nhuận, tp. hcm",quán ăn,"bánh mì, thịt heo, café - kem, sinh tố - nước ép, ăn vặt - ăn nhẹ, thức uống",12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,món việt,no,yes,no,50.000 -450.000,7.8,7.1,7.4,moderate,tp. hcm,phú nhuận,"55 đặng văn ngữ, p. 14",50000.0,251250.0,250000.0,400000.0
567,thùy vũ bakery - shop online,10.8021762125186,106.6344970464706,"73/1/17 tân sơn nhì, p. tân sơn nhì, tân phú, tp. hcm",shop online,,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,món việt,yes,yes,yes,20.000 -600.000,9.1,7.6,6.4,moderate,tp. hcm,tân phú,"73/1/17 tân sơn nhì, p. tân sơn nhì",20000.0,197500.0,310000.0,580000.0
568,selfie restaurant - beefsteak mỹ,10.760386,106.711657,"352a nguyễn tất thành, quận 4, tp. hcm",nhà hàng,"thịt bò, beefsteak - bò né, sinh tố - nước ép, thức uống",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,úc,no,yes,yes,35.000 -180.000,6.9,6.9,7.6,low,tp. hcm,quận 4,352a nguyễn tất thành,35000.0,180000.0,107500.0,145000.0
569,phở pasteur - trương định,10.9988831,106.6695843,"302 trương định, p. hiệp thành 3, thủ dầu một, bình dương",quán ăn,"phở, bún, thịt bò",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,"món việt, món bắc, món miền trung, món miền nam",yes,no,yes,,0.0,0.0,0.0,low,bình dương,thủ dầu một,"302 trương định, p. hiệp thành 3",,,,
570,gà rán popeyes - tùng thiện vương,10.746642,106.660988,"311 tùng thiện vương, quận 8, tp. hcm",nhà hàng,"thịt gà, tôm, gà rán, hamburger, hải sản, cá, cơm văn phòng, cơm, thức uống, xúc xích, fastfood - thức ăn nhanh",09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,"mỹ, châu mỹ",yes,no,yes,40.000 -88.000,6.4,6.3,6.5,low,tp. hcm,quận 8,311 tùng thiện vương,40000.0,88000.0,64000.0,48000.0
571,"quán bún chả hà nội, bún đậu mắm tôm & bún thịt nướng - tô ký",10.8638842,106.617568,"34/7 tô ký, p. tân chánh hiệp, quận 12, tp. hcm",quán ăn,bún,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,high,tp. hcm,quận 12,"34/7 tô ký, p. tân chánh hiệp",,,,
573,nhà hàng kim dung - đặng văn bi,10.839201,106.766696,"2 đặng văn bi, p. bình thọ, thủ đức, tp. hcm",nhà hàng,"thịt gà, thịt bò, thịt heo, hải sản, lẩu, rượu vang, thức uống",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,món việt,no,no,yes,50.000 -550.000,6.0,0.0,6.8,low,tp. hcm,thủ đức,"2 đặng văn bi, p. bình thọ",50000.0,395000.0,300000.0,500000.0
574,chè nóng,10.8510819,106.7568166,"34 võ văn ngân, thủ đức, tp. hcm",ăn vặt/vỉa hè,"chè, ăn vặt - ăn nhẹ",16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,món việt,no,yes,yes,10.000 -30.000,6.6,0.0,6.2,low,tp. hcm,thủ đức,34 võ văn ngân,10000.0,30000.0,20000.0,20000.0
575,gà nướng ò ó o - lê đại hành,10.768744,106.652734,"8-9-10 lê đại hành, p. 15, quận 11, tp. hcm",quán ăn,"thịt gà, salad",10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,món việt,no,no,yes,50.000 -175.000,0.0,0.0,0.0,low,tp. hcm,quận 11,"8-9-10 lê đại hành, p. 15",50000.0,175000.0,112500.0,125000.0
576,sushi uraetei - crescent mall,10.72957,106.718898,"gf - 15b tầng trệt, crescent mall, 101 tôn dật tiên, p. tân phú, quận 7, tp. hcm",nhà hàng,sushi & sashimi,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"món á, món nhật",no,no,yes,10.000 -300.000,7.4,6.6,7.5,moderate,tp. hcm,quận 7,"gf - 15b tầng trệt, crescent mall, 101 tôn dật tiên, p. tân phú",10000.0,300000.0,155000.0,290000.0
577,meem meem - chân vịt cay singapore,10.844999,106.65955,"227/7 đường số 8, p. 11, gò vấp, tp. hcm",,,,,,,,,,,no,yes,yes,10.000 -400.000,9.0,8.7,8.2,moderate,tp. hcm,gò vấp,"227/7 đường số 8, p. 11",10000.0,272500.0,205000.0,390000.0
578,bún bò cô ánh - shop online - trần huy liệu,10.79117,106.677837,"11/7 trần huy liệu, p. 12, phú nhuận, tp. hcm",shop online,"thịt bò, bún",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,món việt,yes,yes,yes,35.000 -55.000,0.0,6.3,6.0,low,tp. hcm,phú nhuận,"11/7 trần huy liệu, p. 12",35000.0,55000.0,45000.0,20000.0
